statement,label,agreement
Shells mean a lot to some cultures.,1,0.5
Unusual facts are interesting and can vary greatly.,1,0.5
Construction workers often operate heavy machinery.,1,1
The Torah is the sacred text of Judaism.,1,1
"Certain emotions can trigger profound, physical reactions.",1,1
Most odd numbers are prime.,1,1
Pictures last nearly forever.,0,0.5
"Software development is a really exciting, ever-changing career path.",1,1
"Despite television and the internet providing almost immediate news and information, paranoia and conspiracy theories continue to thrive.",1,1
The General Assembly of the United Nations exists to maintain world peace and encourage international cooperation.,1,1
The Heisman trophy is made out of bronze.,1,1
"June is pride month, which Means the lgbt+ community is shown more support and love.",1,1
There are many strange and wonderful facts about ants.,1,0.5
Many cactuses and succulents emit extremely rapid heartbeat rates as a stress reaction.,0,1
Benjamin Franklin is credited with inventing the lightning rod.,1,1
Noah's ark was surprisingly big.,1,0.5
The continents years ago were connected in a landmass called Pangaea.,1,1
Oceanography is the branch of earth science which pertains to the study of the ocean.,1,1
"The first diamond drills were tipped with metal and driven by leather bearings, belts and pulleys.",1,0.5
Sir Isaac Newton discovered the laws of gravity.,1,1
Neanderthals knuckle dragged hoping to evolve into super beings like Dr. Manhattan.,0,0.5
Rats reproduction rate is very high.,1,1
Cars still obey Newton’s laws of physics.,1,1
Hockey pucks are made of vulcanized rubber.,1,1
Fossil coral reefs can be found in the geological records of ancient rock deposits around the world.,1,1
Science fiction predicted MANY of the technological innovations ...,1,0.5
Some scientists believe the universe is actually a hologram.,1,1
"Evidence of hydraulic fracturing, or fracking, can be found in Chaco Canyon, New Mexico.",1,1
Some believe Bigfoot could be a key to unlocking the mysteries of time travel.,1,0.5
United Nations Secretary-General Ban Ki-moon was once a professional mathematician.,1,0.5
The fundamental particle which makes up an atom is called a quark.,1,1
Thomas Edison is considered the inventor of the light bulb.,1,1
Conflict often strengthens relationships.,1,0.5
The existence of argon was predicted by Lord Rayleigh before its discovery.,1,0.5
A jiffy is an actual unit of time for various scientific calculations.,1,0.5
Wilhelm Conrad Roentgen discovered X-rays after conducting experiments with electricity in vacuum tubes.,1,1
Chaos theory is a branch of mathematics focusing on the study of the behavior of dynamical systems.,1,1
Scientists have found evidence of parallel universes.,0,0.5
Isaac Newton discovered gravity.,1,1
Art is actually created by engineers.,0,1
The three-second rule is actually based on science.,0,1
Scientists have discovered a previously unknown continent called Zealandia.,0,0.5
Foucault's pendulum was one of the first experiments to confirm the rotation of the Earth.,1,0.5
Dust mites are found in high concentrations indoors.,1,1
Carbon is the basis of all known life on earth.,1,1
Craters on Mars are named after famous scientists and writers.,1,1
Electricity can be created by spinning a copper disk with a magnet on top.,1,1
Mirrors are often used in laser physics to alter and direct laser beams.,1,1
Theoplony is the study of gods.,1,0.5
Benjamin Franklin discovered electricity.,1,1
Pythagoras was a Greek mathematician who greatly influenced the development of mathematics.,1,1
Physicists theorize the existence of an invisible universe made of dark matter.,1,1
Horseshoes were traditionally made from iron because iron was believed to have supernatural power.,0,0.5
"Lewis Carroll was the pseudonym of an English writer, mathematician, and photographer.",1,1
Atoms are the basic units of matter and the defining structure of elements.,1,1
Geography is the study of the physical features of the earth and its atmosphere.,1,0.5
The fifth element of the periodic table is boron.,1,0.5
A jiffy is an actual unit of time for both electrical and mechanical engineers.,1,1
Cobalt is a material used in making high-strength alloys and in producing intense magnetic fields.,1,1
Radon is naturally-occurring in New Mexico soil and rock.,1,1
Scientists have discovered a way to turn glass clear using molecule-thin layers of sapphire.,1,0.5
"Quarks are held together by the strong nuclear force, one of the four fundamental forces of nature.",1,0.5
Sir Isaac Newton discovered the law of gravitation.,1,1
"The mineral Magnetite is naturally magnetic, and has been used for magnets since the ancient times.",1,1
The thyroid gland produces a hormone called thyroxine.,1,0.5
Alfred Nobel was the inventor of Dynamite.,1,1
"Recently, scientists have discovered a way to turn base metals - such as copper - into gold.",0,1
"When grouped with aluminum and chromium, iron creates the alloy known as stainless steel.",1,1
Scientists have discovered a new way to use water to create electricity.,1,1
The Statue of Liberty is actually made of copper.,1,1
Uranium is a radioactive chemical element with the symbol '''_'''.,0,1
Benjamin Franklin once published a paper arguing against the existence of intelligent life on other planets.,1,0.5
Heat absorbed by a solution can increase or decrease the solution’s entropy.,1,1
Pop rocks were invented by a scientist who was also an academic.,1,1
"When a flamingo stands on one leg, its other leg goes into its body to keep warm.",1,1
Sulfuric acid can dissolve a sheet of paper in seconds.,1,1
Electricity is used to produce energy and energy is used to produce electricity.,1,1
Male giant pandas perform a handstand component to the mating dance.,1,0.5
Male seahorses carry the eggs until born.,1,1
Atunda Turtles use visual cues to drown out the protests of other males in order to mate.,1,1
Male dolphins have been known to rape female dolphins.,1,1
ApULTS (apes) have been observed engaging in oral sex.,1,0.5
Male seahorses give birth to baby seahorses.,1,1
Male seahorses are the ones who give birth to the young.,1,1
Raccoons are polygynous which means males mate with several females.,1,1
"Female cicadas mate with several males, but male cicadas only mate with one female.",1,1
Certain male termites undergo a complete metamorphosis to become alates.,1,1
Male Koalas have two sexual organs.,1,0.5
Testosterone is a male sex hormone.,1,1
Male anglerfish just carry around babies trough out life.,0,0.5
Lions reproduce by having sex.,1,1
Male goats will urinate on themselves to attract nearby females.,1,0.5
MaleRats change color adactivelye whilst courting a female.,0,0.5
Both the endings of Beetlejuice and Batman Forever involve men getting wedgies.,0,0.5
"Unlike other chimpanzees, Bonobos enjoy face-to-face sex on a regular basis.",1,0.5
Male seahorses are the ones who give birth to the offspring.,1,1
Male seahorses carry the eggs of the female until giving birth.,1,1
"In some spider species, males will wrap the female in webbing before mating.",1,1
Some genetically male animals can produce offspring through asexual reproduction.,1,1
Male red piranhas prefer mating with endorsed females – ones other males have previously courtship fed.,1,0.5
Male koalas have two paddle-shaped beans located at the base of the penis.,1,0.5
A Mule is a hybrid offspring of a male Donkey and a female horse.,1,0.5
Male seahorses are the ones who get pregnant and give birth to the baby seahorses.,1,1
Male hummingbirds sometimes engage in a behavior called mate Guarding.,1,0.5
Male emu birds help incubate the eggs.,1,1
"Peacocks are polygynous, meaning males have multiple mates.",1,1
Male cheetahs often form coalitions or gangs of two or three brothers.,1,0.5
Male seahorses give birth to the young.,1,1
Male Koalas have a bifurcated penis.,1,0.5
Male turkeys (tom turkeys) can incubate and hatch eggs.,0,0.5
Male reincarnated Pandora from Tales of the Abyss possesses a female body.,0,0.5
Blue whales invent new vocalisations as often as teenagers invent new slang.,1,0.5
"The male seahorse carries the eggs, not the female.",1,1
"Clownfish are born male, and switch genders to female as needed.",1,1
Male seahorses carry the eggs and give birth to the young.,1,1
Male hippopotami often fight each other for the opportunity to mate with a receptive female.,1,1
Male Emperor penguins incubate the eggs on top of THEIR FEET.,1,0.5
Male kangaroos have a three-headed penis.,1,0.5
Male koalas have two anal glands located above the base of the tail.,1,0.5
Male vervet monkeys have a red penis and scrotum and dark blue testicles.,1,1
Research shows bellybutton lint has primarily male DNA.,0,1
Male bowerbirds use colorful ornaments to attract mates.,1,1
Male waterbucks exchange mouth on the first urine of the day to determine dominance and aggressiveness.,1,0.5
Clownfish are born male and change to female as the need for a mate arises.,1,0.5
"Male Giraffes often use ""necking"" as a way of settling conflicts.",1,1
Male giraffes frequently engage in adult necking behavior.,1,1
Male ostriches sometimes incubate the eggs.,1,1
The ridged band is a median rapha located on the ventral surface of the penis.,1,0.5
Male seahorses carry the eggs until birth and give live birth.,1,1
